feature,importance
roll_mean_3,3.561091802191815
count_lag1,3.4874554928451773
roll_mean_12,2.6396230346192855
roll_mean_6,1.6462104056658131
count_lag3,1.5821897536141083
month_cos,1.2647108364162538
count_lag12,0.6284975580167906
count_lag6,0.6021021779092108
top_type_share,0.2726274232978116
month_sin,0.2646909034673599
hardship_index,0.20721935143220468
arrest_rate,0.0
