feature,importance
roll_mean_12,0.475388074370796
count_lag1,0.3436536703637907
roll_mean_3,0.11886990395398864
month_cos,0.01797458242569679
roll_mean_6,0.014550510299092797
count_lag12,0.010023849151062832
count_lag6,0.005411393751765848
top_type_share,0.00504647495517505
count_lag3,0.0035176399608953302
hardship_index,0.0030045100277131583
month_sin,0.0025593907400230285
arrest_rate,0.0
