community_area,month,primary_type,type_count
17,2017-08-01,MOTOR VEHICLE THEFT,8
17,2017-08-01,NARCOTICS,2
17,2017-08-01,OFFENSE INVOLVING CHILDREN,4
17,2017-08-01,OTHER OFFENSE,13
17,2017-08-01,ROBBERY,4
17,2017-08-01,THEFT,20
17,2017-08-01,WEAPONS VIOLATION,1
17,2017-09-01,ASSAULT,11
17,2017-09-01,BATTERY,23
17,2017-09-01,BURGLARY,7
17,2017-09-01,CRIMINAL DAMAGE,16
17,2017-09-01,CRIMINAL TRESPASS,4
17,2017-09-01,DECEPTIVE PRACTICE,18
17,2017-09-01,INTERFERENCE WITH PUBLIC OFFICER,1
17,2017-09-01,LIQUOR LAW VIOLATION,1
17,2017-09-01,MOTOR VEHICLE THEFT,5
17,2017-09-01,NARCOTICS,3
17,2017-09-01,OFFENSE INVOLVING CHILDREN,2
17,2017-09-01,OTHER OFFENSE,10
17,2017-09-01,ROBBERY,1
17,2017-09-01,STALKING,1
17,2017-09-01,THEFT,39
17,2017-10-01,ASSAULT,12
17,2017-10-01,BATTERY,23
17,2017-10-01,BURGLARY,11
17,2017-10-01,CRIMINAL DAMAGE,18
17,2017-10-01,CRIMINAL SEXUAL ASSAULT,1
17,2017-10-01,CRIMINAL TRESPASS,4
17,2017-10-01,DECEPTIVE PRACTICE,11
17,2017-10-01,INTERFERENCE WITH PUBLIC OFFICER,1
17,2017-10-01,MOTOR VEHICLE THEFT,7
17,2017-10-01,NARCOTICS,2
17,2017-10-01,OTHER OFFENSE,13
17,2017-10-01,ROBBERY,1
17,2017-10-01,SEX OFFENSE,1
17,2017-10-01,THEFT,21
17,2017-10-01,WEAPONS VIOLATION,3
17,2017-11-01,ASSAULT,5
17,2017-11-01,BATTERY,20
17,2017-11-01,BURGLARY,13
17,2017-11-01,CRIMINAL DAMAGE,24
17,2017-11-01,CRIMINAL TRESPASS,2
17,2017-11-01,DECEPTIVE PRACTICE,11
17,2017-11-01,MOTOR VEHICLE THEFT,5
17,2017-11-01,OTHER NARCOTIC VIOLATION,1
17,2017-11-01,OTHER OFFENSE,12
17,2017-11-01,ROBBERY,1
17,2017-11-01,THEFT,28
17,2017-11-01,WEAPONS VIOLATION,1
17,2017-12-01,ASSAULT,9
17,2017-12-01,BATTERY,17
17,2017-12-01,BURGLARY,8
17,2017-12-01,CRIMINAL DAMAGE,13
17,2017-12-01,CRIMINAL TRESPASS,2
17,2017-12-01,DECEPTIVE PRACTICE,10
17,2017-12-01,INTIMIDATION,1
17,2017-12-01,MOTOR VEHICLE THEFT,5
17,2017-12-01,OFFENSE INVOLVING CHILDREN,3
17,2017-12-01,OTHER OFFENSE,11
17,2017-12-01,ROBBERY,2
17,2017-12-01,THEFT,24
17,2018-01-01,ASSAULT,8
17,2018-01-01,BATTERY,11
17,2018-01-01,BURGLARY,13
17,2018-01-01,CRIMINAL DAMAGE,14
17,2018-01-01,CRIMINAL SEXUAL ASSAULT,1
17,2018-01-01,CRIMINAL TRESPASS,3
17,2018-01-01,DECEPTIVE PRACTICE,5
17,2018-01-01,GAMBLING,1
17,2018-01-01,MOTOR VEHICLE THEFT,6
17,2018-01-01,NARCOTICS,2
17,2018-01-01,OBSCENITY,1
17,2018-01-01,OFFENSE INVOLVING CHILDREN,1
17,2018-01-01,OTHER OFFENSE,11
17,2018-01-01,ROBBERY,6
17,2018-01-01,SEX OFFENSE,3
17,2018-01-01,THEFT,18
17,2018-02-01,ASSAULT,4
17,2018-02-01,BATTERY,22
17,2018-02-01,BURGLARY,14
17,2018-02-01,CRIMINAL DAMAGE,17
17,2018-02-01,CRIMINAL TRESPASS,1
17,2018-02-01,DECEPTIVE PRACTICE,8
17,2018-02-01,MOTOR VEHICLE THEFT,6
17,2018-02-01,NARCOTICS,1
17,2018-02-01,OTHER OFFENSE,10
17,2018-02-01,ROBBERY,2
17,2018-02-01,THEFT,20
17,2018-02-01,WEAPONS VIOLATION,1
17,2018-03-01,ASSAULT,5
17,2018-03-01,BATTERY,28
17,2018-03-01,BURGLARY,10
17,2018-03-01,CRIMINAL DAMAGE,10
17,2018-03-01,CRIMINAL SEXUAL ASSAULT,1
17,2018-03-01,CRIMINAL TRESPASS,5
17,2018-03-01,DECEPTIVE PRACTICE,11
17,2018-03-01,MOTOR VEHICLE THEFT,3
17,2018-03-01,NARCOTICS,1
17,2018-03-01,OFFENSE INVOLVING CHILDREN,1
17,2018-03-01,OTHER OFFENSE,20
17,2018-03-01,PUBLIC PEACE VIOLATION,1
17,2018-03-01,ROBBERY,1
17,2018-03-01,THEFT,24
17,2018-03-01,WEAPONS VIOLATION,1
17,2018-04-01,ARSON,2
17,2018-04-01,ASSAULT,6
17,2018-04-01,BATTERY,19
17,2018-04-01,BURGLARY,9
17,2018-04-01,CRIMINAL DAMAGE,17
17,2018-04-01,CRIMINAL SEXUAL ASSAULT,2
17,2018-04-01,CRIMINAL TRESPASS,3
17,2018-04-01,DECEPTIVE PRACTICE,14
17,2018-04-01,MOTOR VEHICLE THEFT,4
17,2018-04-01,NARCOTICS,2
17,2018-04-01,OFFENSE INVOLVING CHILDREN,1
17,2018-04-01,OTHER OFFENSE,8
17,2018-04-01,ROBBERY,2
17,2018-04-01,SEX OFFENSE,1
17,2018-04-01,THEFT,15
17,2018-04-01,WEAPONS VIOLATION,2
17,2018-05-01,ASSAULT,9
17,2018-05-01,BATTERY,27
17,2018-05-01,BURGLARY,16
17,2018-05-01,CRIMINAL DAMAGE,14
17,2018-05-01,CRIMINAL SEXUAL ASSAULT,1
17,2018-05-01,CRIMINAL TRESPASS,2
17,2018-05-01,DECEPTIVE PRACTICE,12
17,2018-05-01,MOTOR VEHICLE THEFT,4
17,2018-05-01,OFFENSE INVOLVING CHILDREN,1
17,2018-05-01,OTHER OFFENSE,17
17,2018-05-01,ROBBERY,2
17,2018-05-01,SEX OFFENSE,2
17,2018-05-01,THEFT,28
17,2018-05-01,WEAPONS VIOLATION,1
17,2018-06-01,ASSAULT,11
17,2018-06-01,BATTERY,32
17,2018-06-01,BURGLARY,12
17,2018-06-01,CRIMINAL DAMAGE,18
17,2018-06-01,CRIMINAL TRESPASS,2
17,2018-06-01,DECEPTIVE PRACTICE,4
17,2018-06-01,LIQUOR LAW VIOLATION,2
17,2018-06-01,MOTOR VEHICLE THEFT,3
17,2018-06-01,NARCOTICS,5
17,2018-06-01,OFFENSE INVOLVING CHILDREN,3
17,2018-06-01,OTHER OFFENSE,10
17,2018-06-01,PUBLIC PEACE VIOLATION,1
17,2018-06-01,ROBBERY,1
17,2018-06-01,SEX OFFENSE,2
17,2018-06-01,THEFT,21
17,2018-07-01,ASSAULT,12
17,2018-07-01,BATTERY,31
17,2018-07-01,BURGLARY,10
17,2018-07-01,CRIMINAL DAMAGE,10
17,2018-07-01,CRIMINAL SEXUAL ASSAULT,1
17,2018-07-01,CRIMINAL TRESPASS,2
17,2018-07-01,DECEPTIVE PRACTICE,13
17,2018-07-01,MOTOR VEHICLE THEFT,6
17,2018-07-01,NARCOTICS,3
17,2018-07-01,OFFENSE INVOLVING CHILDREN,4
17,2018-07-01,OTHER OFFENSE,9
17,2018-07-01,ROBBERY,1
17,2018-07-01,SEX OFFENSE,1
17,2018-07-01,THEFT,28
17,2018-08-01,ASSAULT,14
17,2018-08-01,BATTERY,28
17,2018-08-01,BURGLARY,11
17,2018-08-01,CRIMINAL DAMAGE,22
17,2018-08-01,CRIMINAL SEXUAL ASSAULT,3
17,2018-08-01,CRIMINAL TRESPASS,4
17,2018-08-01,DECEPTIVE PRACTICE,18
17,2018-08-01,MOTOR VEHICLE THEFT,11
17,2018-08-01,NARCOTICS,1
17,2018-08-01,OTHER OFFENSE,9
17,2018-08-01,PUBLIC PEACE VIOLATION,2
17,2018-08-01,ROBBERY,1
17,2018-08-01,THEFT,20
17,2018-09-01,ASSAULT,11
17,2018-09-01,BATTERY,23
17,2018-09-01,BURGLARY,8
17,2018-09-01,CRIMINAL DAMAGE,14
17,2018-09-01,CRIMINAL SEXUAL ASSAULT,1
17,2018-09-01,CRIMINAL TRESPASS,3
17,2018-09-01,DECEPTIVE PRACTICE,10
17,2018-09-01,MOTOR VEHICLE THEFT,4
17,2018-09-01,NARCOTICS,2
17,2018-09-01,OFFENSE INVOLVING CHILDREN,2
17,2018-09-01,OTHER OFFENSE,10
17,2018-09-01,ROBBERY,2
17,2018-09-01,THEFT,18
17,2018-10-01,ASSAULT,6
17,2018-10-01,BATTERY,32
17,2018-10-01,BURGLARY,13
17,2018-10-01,CRIMINAL DAMAGE,17
17,2018-10-01,CRIMINAL TRESPASS,5
17,2018-10-01,DECEPTIVE PRACTICE,8
17,2018-10-01,MOTOR VEHICLE THEFT,7
17,2018-10-01,NARCOTICS,1
17,2018-10-01,OFFENSE INVOLVING CHILDREN,1
17,2018-10-01,OTHER OFFENSE,6
17,2018-10-01,PUBLIC PEACE VIOLATION,1
17,2018-10-01,SEX OFFENSE,2
17,2018-10-01,THEFT,37
17,2018-10-01,WEAPONS VIOLATION,1
17,2018-11-01,ARSON,1
17,2018-11-01,ASSAULT,14
17,2018-11-01,BATTERY,28
17,2018-11-01,BURGLARY,12
17,2018-11-01,CRIMINAL DAMAGE,18
17,2018-11-01,CRIMINAL TRESPASS,2
17,2018-11-01,DECEPTIVE PRACTICE,8
17,2018-11-01,INTERFERENCE WITH PUBLIC OFFICER,1
17,2018-11-01,MOTOR VEHICLE THEFT,7
17,2018-11-01,OFFENSE INVOLVING CHILDREN,1
17,2018-11-01,OTHER OFFENSE,16
17,2018-11-01,ROBBERY,4
17,2018-11-01,SEX OFFENSE,1
17,2018-11-01,THEFT,32
17,2018-12-01,ARSON,1
17,2018-12-01,ASSAULT,16
17,2018-12-01,BATTERY,25
17,2018-12-01,BURGLARY,14
17,2018-12-01,CRIMINAL DAMAGE,18
17,2018-12-01,CRIMINAL TRESPASS,2
17,2018-12-01,DECEPTIVE PRACTICE,13
17,2018-12-01,MOTOR VEHICLE THEFT,9
17,2018-12-01,NARCOTICS,3
17,2018-12-01,OFFENSE INVOLVING CHILDREN,1
17,2018-12-01,OTHER OFFENSE,12
17,2018-12-01,THEFT,33
17,2018-12-01,WEAPONS VIOLATION,1
17,2019-01-01,ARSON,1
17,2019-01-01,ASSAULT,9
17,2019-01-01,BATTERY,24
17,2019-01-01,BURGLARY,2
17,2019-01-01,CRIMINAL DAMAGE,13
17,2019-01-01,CRIMINAL TRESPASS,4
17,2019-01-01,DECEPTIVE PRACTICE,10
17,2019-01-01,MOTOR VEHICLE THEFT,6
17,2019-01-01,NARCOTICS,1
17,2019-01-01,OFFENSE INVOLVING CHILDREN,3
17,2019-01-01,OTHER OFFENSE,8
17,2019-01-01,ROBBERY,3
17,2019-01-01,SEX OFFENSE,3
17,2019-01-01,THEFT,17
17,2019-01-01,WEAPONS VIOLATION,6
17,2019-02-01,ASSAULT,13
17,2019-02-01,BATTERY,20
17,2019-02-01,BURGLARY,1
17,2019-02-01,CRIMINAL DAMAGE,10
17,2019-02-01,CRIMINAL SEXUAL ASSAULT,1
17,2019-02-01,CRIMINAL TRESPASS,2
17,2019-02-01,DECEPTIVE PRACTICE,10
17,2019-02-01,MOTOR VEHICLE THEFT,4
17,2019-02-01,NARCOTICS,1
17,2019-02-01,OFFENSE INVOLVING CHILDREN,1
17,2019-02-01,OTHER OFFENSE,15
17,2019-02-01,PUBLIC PEACE VIOLATION,1
17,2019-02-01,SEX OFFENSE,3
17,2019-02-01,THEFT,19
17,2019-03-01,ASSAULT,8
17,2019-03-01,BATTERY,7
17,2019-03-01,BURGLARY,10
17,2019-03-01,CRIMINAL DAMAGE,17
17,2019-03-01,CRIMINAL TRESPASS,2
17,2019-03-01,DECEPTIVE PRACTICE,11
17,2019-03-01,INTERFERENCE WITH PUBLIC OFFICER,1
17,2019-03-01,MOTOR VEHICLE THEFT,2
17,2019-03-01,NARCOTICS,1
17,2019-03-01,OFFENSE INVOLVING CHILDREN,1
17,2019-03-01,OTHER OFFENSE,13
17,2019-03-01,THEFT,17
17,2019-03-01,WEAPONS VIOLATION,1
17,2019-04-01,ARSON,1
17,2019-04-01,ASSAULT,8
17,2019-04-01,BATTERY,29
17,2019-04-01,BURGLARY,10
17,2019-04-01,CRIMINAL DAMAGE,17
17,2019-04-01,CRIMINAL TRESPASS,3
17,2019-04-01,DECEPTIVE PRACTICE,10
17,2019-04-01,INTIMIDATION,1
17,2019-04-01,MOTOR VEHICLE THEFT,3
17,2019-04-01,OTHER OFFENSE,7
17,2019-04-01,PROSTITUTION,1
17,2019-04-01,THEFT,19
17,2019-04-01,WEAPONS VIOLATION,1
17,2019-05-01,ARSON,1
17,2019-05-01,ASSAULT,8
17,2019-05-01,BATTERY,22
17,2019-05-01,BURGLARY,7
17,2019-05-01,CRIMINAL DAMAGE,16
17,2019-05-01,CRIMINAL SEXUAL ASSAULT,2
17,2019-05-01,CRIMINAL TRESPASS,5
17,2019-05-01,DECEPTIVE PRACTICE,11
17,2019-05-01,KIDNAPPING,1
17,2019-05-01,MOTOR VEHICLE THEFT,8
17,2019-05-01,NARCOTICS,1
17,2019-05-01,OFFENSE INVOLVING CHILDREN,1
17,2019-05-01,OTHER OFFENSE,13
17,2019-05-01,ROBBERY,1
17,2019-05-01,SEX OFFENSE,1
17,2019-05-01,STALKING,2
17,2019-05-01,THEFT,22
17,2019-06-01,ASSAULT,10
17,2019-06-01,BATTERY,26
17,2019-06-01,BURGLARY,10
17,2019-06-01,CRIMINAL DAMAGE,15
17,2019-06-01,CRIMINAL SEXUAL ASSAULT,1
17,2019-06-01,CRIMINAL TRESPASS,1
17,2019-06-01,DECEPTIVE PRACTICE,14
17,2019-06-01,KIDNAPPING,1
17,2019-06-01,MOTOR VEHICLE THEFT,6
17,2019-06-01,NARCOTICS,2
17,2019-06-01,OTHER OFFENSE,12
17,2019-06-01,ROBBERY,1
17,2019-06-01,THEFT,17
17,2019-07-01,ASSAULT,15
17,2019-07-01,BATTERY,25
17,2019-07-01,BURGLARY,8
17,2019-07-01,CRIMINAL DAMAGE,20
17,2019-07-01,CRIMINAL SEXUAL ASSAULT,1
17,2019-07-01,CRIMINAL TRESPASS,3
17,2019-07-01,DECEPTIVE PRACTICE,14
17,2019-07-01,INTERFERENCE WITH PUBLIC OFFICER,1
17,2019-07-01,LIQUOR LAW VIOLATION,1
17,2019-07-01,MOTOR VEHICLE THEFT,2
17,2019-07-01,NARCOTICS,1
17,2019-07-01,OTHER OFFENSE,9
17,2019-07-01,PUBLIC PEACE VIOLATION,1
17,2019-07-01,THEFT,24
17,2019-08-01,ARSON,1
17,2019-08-01,ASSAULT,7
17,2019-08-01,BATTERY,23
17,2019-08-01,BURGLARY,3
17,2019-08-01,CRIMINAL DAMAGE,20
17,2019-08-01,CRIMINAL TRESPASS,4
17,2019-08-01,DECEPTIVE PRACTICE,11
17,2019-08-01,MOTOR VEHICLE THEFT,9
17,2019-08-01,NARCOTICS,4
17,2019-08-01,OFFENSE INVOLVING CHILDREN,1
17,2019-08-01,OTHER OFFENSE,7
17,2019-08-01,ROBBERY,1
17,2019-08-01,SEX OFFENSE,1
17,2019-08-01,THEFT,18
17,2019-08-01,WEAPONS VIOLATION,1
17,2019-09-01,ASSAULT,18
17,2019-09-01,BATTERY,32
17,2019-09-01,BURGLARY,7
17,2019-09-01,CRIMINAL DAMAGE,14
17,2019-09-01,CRIMINAL TRESPASS,6
17,2019-09-01,DECEPTIVE PRACTICE,12
17,2019-09-01,HOMICIDE,1
17,2019-09-01,MOTOR VEHICLE THEFT,4
17,2019-09-01,NARCOTICS,1
17,2019-09-01,OFFENSE INVOLVING CHILDREN,1
17,2019-09-01,OTHER OFFENSE,17
17,2019-09-01,PUBLIC PEACE VIOLATION,2
17,2019-09-01,SEX OFFENSE,1
17,2019-09-01,THEFT,11
17,2019-09-01,WEAPONS VIOLATION,3
17,2019-10-01,ARSON,1
17,2019-10-01,ASSAULT,9
17,2019-10-01,BATTERY,15
17,2019-10-01,BURGLARY,9
17,2019-10-01,CRIMINAL DAMAGE,17
17,2019-10-01,CRIMINAL TRESPASS,2
17,2019-10-01,DECEPTIVE PRACTICE,6
17,2019-10-01,HOMICIDE,5
17,2019-10-01,MOTOR VEHICLE THEFT,4
17,2019-10-01,NARCOTICS,4
17,2019-10-01,OFFENSE INVOLVING CHILDREN,1
17,2019-10-01,OTHER OFFENSE,11
17,2019-10-01,ROBBERY,1
17,2019-10-01,SEX OFFENSE,1
17,2019-10-01,STALKING,1
17,2019-10-01,THEFT,14
17,2019-11-01,ASSAULT,8
17,2019-11-01,BATTERY,29
17,2019-11-01,BURGLARY,7
17,2019-11-01,CRIMINAL DAMAGE,17
17,2019-11-01,DECEPTIVE PRACTICE,13
17,2019-11-01,MOTOR VEHICLE THEFT,2
17,2019-11-01,NARCOTICS,2
17,2019-11-01,OFFENSE INVOLVING CHILDREN,2
17,2019-11-01,OTHER OFFENSE,18
17,2019-11-01,SEX OFFENSE,1
17,2019-11-01,THEFT,19
17,2019-11-01,WEAPONS VIOLATION,2
17,2019-12-01,ARSON,1
17,2019-12-01,ASSAULT,10
17,2019-12-01,BATTERY,20
17,2019-12-01,BURGLARY,8
17,2019-12-01,CRIMINAL DAMAGE,12
17,2019-12-01,CRIMINAL TRESPASS,2
17,2019-12-01,DECEPTIVE PRACTICE,7
17,2019-12-01,MOTOR VEHICLE THEFT,4
17,2019-12-01,OFFENSE INVOLVING CHILDREN,2
17,2019-12-01,OTHER OFFENSE,8
17,2019-12-01,ROBBERY,4
17,2019-12-01,THEFT,27
17,2020-01-01,ASSAULT,13
17,2020-01-01,BATTERY,16
17,2020-01-01,BURGLARY,3
17,2020-01-01,CRIMINAL DAMAGE,12
17,2020-01-01,CRIMINAL SEXUAL ASSAULT,1
17,2020-01-01,CRIMINAL TRESPASS,1
17,2020-01-01,DECEPTIVE PRACTICE,17
17,2020-01-01,KIDNAPPING,1
17,2020-01-01,LIQUOR LAW VIOLATION,1
17,2020-01-01,MOTOR VEHICLE THEFT,4
17,2020-01-01,OFFENSE INVOLVING CHILDREN,1
17,2020-01-01,OTHER OFFENSE,14
17,2020-01-01,SEX OFFENSE,1
17,2020-01-01,THEFT,29
17,2020-02-01,ASSAULT,6
17,2020-02-01,BATTERY,21
17,2020-02-01,BURGLARY,2
17,2020-02-01,CRIMINAL DAMAGE,14
17,2020-02-01,CRIMINAL TRESPASS,4
17,2020-02-01,DECEPTIVE PRACTICE,10
17,2020-02-01,HOMICIDE,1
17,2020-02-01,LIQUOR LAW VIOLATION,1
17,2020-02-01,MOTOR VEHICLE THEFT,3
17,2020-02-01,NARCOTICS,3
17,2020-02-01,OFFENSE INVOLVING CHILDREN,2
17,2020-02-01,OTHER OFFENSE,7
17,2020-02-01,PUBLIC INDECENCY,1
17,2020-02-01,PUBLIC PEACE VIOLATION,1
17,2020-02-01,ROBBERY,1
17,2020-02-01,THEFT,13
17,2020-02-01,WEAPONS VIOLATION,1
17,2020-03-01,ARSON,1
17,2020-03-01,ASSAULT,8
17,2020-03-01,BATTERY,23
17,2020-03-01,BURGLARY,4
17,2020-03-01,CRIMINAL DAMAGE,13
17,2020-03-01,CRIMINAL SEXUAL ASSAULT,1
17,2020-03-01,CRIMINAL TRESPASS,3
17,2020-03-01,DECEPTIVE PRACTICE,12
17,2020-03-01,INTERFERENCE WITH PUBLIC OFFICER,1
17,2020-03-01,MOTOR VEHICLE THEFT,3
17,2020-03-01,NARCOTICS,1
17,2020-03-01,OFFENSE INVOLVING CHILDREN,1
17,2020-03-01,OTHER OFFENSE,10
17,2020-03-01,SEX OFFENSE,1
17,2020-03-01,THEFT,22
17,2020-03-01,WEAPONS VIOLATION,2
17,2020-04-01,ARSON,1
17,2020-04-01,ASSAULT,7
17,2020-04-01,BATTERY,15
17,2020-04-01,BURGLARY,3
17,2020-04-01,CRIMINAL DAMAGE,12
17,2020-04-01,CRIMINAL TRESPASS,3
17,2020-04-01,DECEPTIVE PRACTICE,10
17,2020-04-01,LIQUOR LAW VIOLATION,1
17,2020-04-01,MOTOR VEHICLE THEFT,3
17,2020-04-01,NARCOTICS,3
17,2020-04-01,OTHER OFFENSE,10
17,2020-04-01,ROBBERY,1
17,2020-04-01,THEFT,11
17,2020-04-01,WEAPONS VIOLATION,1
17,2020-05-01,ASSAULT,8
17,2020-05-01,BATTERY,17
17,2020-05-01,BURGLARY,6
17,2020-05-01,CRIMINAL DAMAGE,24
17,2020-05-01,CRIMINAL TRESPASS,3
17,2020-05-01,DECEPTIVE PRACTICE,17
17,2020-05-01,INTERFERENCE WITH PUBLIC OFFICER,1
17,2020-05-01,MOTOR VEHICLE THEFT,4
17,2020-05-01,NARCOTICS,2
17,2020-05-01,OBSCENITY,1
17,2020-05-01,OTHER OFFENSE,10
17,2020-05-01,PUBLIC PEACE VIOLATION,1
17,2020-05-01,ROBBERY,1
17,2020-05-01,THEFT,12
17,2020-06-01,ARSON,1
17,2020-06-01,ASSAULT,11
17,2020-06-01,BATTERY,25
17,2020-06-01,BURGLARY,7
17,2020-06-01,CRIMINAL DAMAGE,20
17,2020-06-01,DECEPTIVE PRACTICE,8
17,2020-06-01,MOTOR VEHICLE THEFT,4
17,2020-06-01,NARCOTICS,1
17,2020-06-01,OFFENSE INVOLVING CHILDREN,3
17,2020-06-01,OTHER OFFENSE,7
17,2020-06-01,ROBBERY,5
17,2020-06-01,THEFT,22
17,2020-06-01,WEAPONS VIOLATION,2
17,2020-07-01,ASSAULT,17
17,2020-07-01,BATTERY,20
17,2020-07-01,BURGLARY,5
17,2020-07-01,CRIMINAL DAMAGE,20
17,2020-07-01,CRIMINAL SEXUAL ASSAULT,3
17,2020-07-01,DECEPTIVE PRACTICE,17
17,2020-07-01,KIDNAPPING,1
17,2020-07-01,MOTOR VEHICLE THEFT,4
17,2020-07-01,NARCOTICS,1
17,2020-07-01,OFFENSE INVOLVING CHILDREN,2
17,2020-07-01,OTHER OFFENSE,20
17,2020-07-01,ROBBERY,1
17,2020-07-01,SEX OFFENSE,2
17,2020-07-01,STALKING,1
17,2020-07-01,THEFT,17
17,2020-07-01,WEAPONS VIOLATION,1
17,2020-08-01,ASSAULT,8
17,2020-08-01,BATTERY,22
17,2020-08-01,BURGLARY,9
17,2020-08-01,CRIMINAL DAMAGE,16
17,2020-08-01,CRIMINAL TRESPASS,2
17,2020-08-01,DECEPTIVE PRACTICE,11
17,2020-08-01,KIDNAPPING,2
17,2020-08-01,LIQUOR LAW VIOLATION,1
17,2020-08-01,MOTOR VEHICLE THEFT,7
17,2020-08-01,NARCOTICS,1
17,2020-08-01,OTHER OFFENSE,7
17,2020-08-01,ROBBERY,1
17,2020-08-01,SEX OFFENSE,3
17,2020-08-01,THEFT,14
17,2020-09-01,ASSAULT,9
17,2020-09-01,BATTERY,16
17,2020-09-01,BURGLARY,10
17,2020-09-01,CRIMINAL DAMAGE,18
17,2020-09-01,CRIMINAL TRESPASS,1
17,2020-09-01,DECEPTIVE PRACTICE,12
17,2020-09-01,HOMICIDE,1
17,2020-09-01,MOTOR VEHICLE THEFT,11
17,2020-09-01,NARCOTICS,2
17,2020-09-01,OFFENSE INVOLVING CHILDREN,4
17,2020-09-01,OTHER OFFENSE,7
17,2020-09-01,ROBBERY,1
17,2020-09-01,SEX OFFENSE,1
17,2020-09-01,THEFT,32
17,2020-10-01,ARSON,1
17,2020-10-01,ASSAULT,7
17,2020-10-01,BATTERY,17
17,2020-10-01,BURGLARY,5
17,2020-10-01,CRIMINAL DAMAGE,9
17,2020-10-01,CRIMINAL TRESPASS,2
17,2020-10-01,DECEPTIVE PRACTICE,36
17,2020-10-01,HOMICIDE,1
17,2020-10-01,KIDNAPPING,1
17,2020-10-01,MOTOR VEHICLE THEFT,4
17,2020-10-01,NARCOTICS,2
17,2020-10-01,OFFENSE INVOLVING CHILDREN,1
17,2020-10-01,OTHER OFFENSE,8
17,2020-10-01,PROSTITUTION,1
17,2020-10-01,PUBLIC PEACE VIOLATION,2
17,2020-10-01,SEX OFFENSE,2
17,2020-10-01,THEFT,21
17,2020-10-01,WEAPONS VIOLATION,3
17,2020-11-01,ARSON,2
17,2020-11-01,ASSAULT,13
17,2020-11-01,BATTERY,9
17,2020-11-01,BURGLARY,12
17,2020-11-01,CRIMINAL DAMAGE,18
17,2020-11-01,CRIMINAL SEXUAL ASSAULT,1
17,2020-11-01,CRIMINAL TRESPASS,2
17,2020-11-01,DECEPTIVE PRACTICE,28
17,2020-11-01,MOTOR VEHICLE THEFT,6
17,2020-11-01,OFFENSE INVOLVING CHILDREN,1
17,2020-11-01,OTHER OFFENSE,10
17,2020-11-01,ROBBERY,2
17,2020-11-01,THEFT,19
17,2020-11-01,WEAPONS VIOLATION,1
17,2020-12-01,ASSAULT,6
17,2020-12-01,BATTERY,14
17,2020-12-01,BURGLARY,4
17,2020-12-01,CRIMINAL DAMAGE,12
17,2020-12-01,CRIMINAL TRESPASS,3
17,2020-12-01,DECEPTIVE PRACTICE,73
17,2020-12-01,MOTOR VEHICLE THEFT,7
17,2020-12-01,OBSCENITY,1
17,2020-12-01,OFFENSE INVOLVING CHILDREN,1
17,2020-12-01,OTHER OFFENSE,7
17,2020-12-01,ROBBERY,3
17,2020-12-01,THEFT,21
17,2020-12-01,WEAPONS VIOLATION,2
17,2021-01-01,ASSAULT,8
17,2021-01-01,BATTERY,24
17,2021-01-01,BURGLARY,3
17,2021-01-01,CRIMINAL DAMAGE,8
17,2021-01-01,CRIMINAL TRESPASS,1
17,2021-01-01,DECEPTIVE PRACTICE,47
17,2021-01-01,MOTOR VEHICLE THEFT,5
17,2021-01-01,NARCOTICS,1
17,2021-01-01,OFFENSE INVOLVING CHILDREN,4
17,2021-01-01,OTHER OFFENSE,13
17,2021-01-01,STALKING,1
17,2021-01-01,THEFT,26
17,2021-01-01,WEAPONS VIOLATION,3
17,2021-02-01,ASSAULT,5
17,2021-02-01,BATTERY,17
17,2021-02-01,BURGLARY,1
17,2021-02-01,CRIMINAL DAMAGE,6
17,2021-02-01,CRIMINAL SEXUAL ASSAULT,1
17,2021-02-01,DECEPTIVE PRACTICE,25
17,2021-02-01,INTIMIDATION,1
17,2021-02-01,LIQUOR LAW VIOLATION,1
17,2021-02-01,MOTOR VEHICLE THEFT,5
17,2021-02-01,NARCOTICS,1
17,2021-02-01,OFFENSE INVOLVING CHILDREN,1
17,2021-02-01,OTHER OFFENSE,10
17,2021-02-01,ROBBERY,8
17,2021-02-01,THEFT,22
17,2021-02-01,WEAPONS VIOLATION,2
17,2021-03-01,ASSAULT,6
17,2021-03-01,BATTERY,25
17,2021-03-01,BURGLARY,2
17,2021-03-01,CRIMINAL DAMAGE,14
17,2021-03-01,DECEPTIVE PRACTICE,27
17,2021-03-01,MOTOR VEHICLE THEFT,1
17,2021-03-01,NARCOTICS,1
17,2021-03-01,OFFENSE INVOLVING CHILDREN,1
17,2021-03-01,OTHER OFFENSE,15
17,2021-03-01,ROBBERY,4
17,2021-03-01,SEX OFFENSE,1
17,2021-03-01,THEFT,18
17,2021-03-01,WEAPONS VIOLATION,1
17,2021-04-01,ASSAULT,8
17,2021-04-01,BATTERY,19
17,2021-04-01,BURGLARY,8
17,2021-04-01,CRIMINAL DAMAGE,15
17,2021-04-01,CRIMINAL SEXUAL ASSAULT,1
17,2021-04-01,CRIMINAL TRESPASS,2
17,2021-04-01,DECEPTIVE PRACTICE,9
17,2021-04-01,HOMICIDE,1
17,2021-04-01,MOTOR VEHICLE THEFT,3
17,2021-04-01,OFFENSE INVOLVING CHILDREN,1
17,2021-04-01,OTHER OFFENSE,14
17,2021-04-01,ROBBERY,1
17,2021-04-01,SEX OFFENSE,1
17,2021-04-01,STALKING,1
17,2021-04-01,THEFT,17
