community_area,month,primary_type,type_count
1,2015-01-01,ARSON,1
1,2015-01-01,ASSAULT,16
1,2015-01-01,BATTERY,61
1,2015-01-01,BURGLARY,11
1,2015-01-01,CRIMINAL DAMAGE,28
1,2015-01-01,CRIMINAL SEXUAL ASSAULT,2
1,2015-01-01,CRIMINAL TRESPASS,6
1,2015-01-01,DECEPTIVE PRACTICE,25
1,2015-01-01,GAMBLING,1
1,2015-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2015-01-01,LIQUOR LAW VIOLATION,1
1,2015-01-01,MOTOR VEHICLE THEFT,7
1,2015-01-01,NARCOTICS,19
1,2015-01-01,OFFENSE INVOLVING CHILDREN,5
1,2015-01-01,OTHER OFFENSE,20
1,2015-01-01,PROSTITUTION,6
1,2015-01-01,PUBLIC PEACE VIOLATION,1
1,2015-01-01,ROBBERY,11
1,2015-01-01,SEX OFFENSE,3
1,2015-01-01,THEFT,70
1,2015-01-01,WEAPONS VIOLATION,2
1,2015-02-01,ASSAULT,14
1,2015-02-01,BATTERY,49
1,2015-02-01,BURGLARY,13
1,2015-02-01,CRIMINAL DAMAGE,28
1,2015-02-01,CRIMINAL SEXUAL ASSAULT,2
1,2015-02-01,CRIMINAL TRESPASS,6
1,2015-02-01,DECEPTIVE PRACTICE,27
1,2015-02-01,HOMICIDE,1
1,2015-02-01,MOTOR VEHICLE THEFT,8
1,2015-02-01,NARCOTICS,20
1,2015-02-01,OFFENSE INVOLVING CHILDREN,2
1,2015-02-01,OTHER OFFENSE,15
1,2015-02-01,PROSTITUTION,1
1,2015-02-01,ROBBERY,5
1,2015-02-01,SEX OFFENSE,1
1,2015-02-01,THEFT,54
1,2015-03-01,ASSAULT,21
1,2015-03-01,BATTERY,66
1,2015-03-01,BURGLARY,8
1,2015-03-01,CRIMINAL DAMAGE,36
1,2015-03-01,CRIMINAL SEXUAL ASSAULT,1
1,2015-03-01,CRIMINAL TRESPASS,8
1,2015-03-01,DECEPTIVE PRACTICE,30
1,2015-03-01,LIQUOR LAW VIOLATION,1
1,2015-03-01,MOTOR VEHICLE THEFT,5
1,2015-03-01,NARCOTICS,13
1,2015-03-01,OFFENSE INVOLVING CHILDREN,2
1,2015-03-01,OTHER OFFENSE,16
1,2015-03-01,PUBLIC PEACE VIOLATION,6
1,2015-03-01,ROBBERY,5
1,2015-03-01,SEX OFFENSE,4
1,2015-03-01,STALKING,1
1,2015-03-01,THEFT,64
1,2015-03-01,WEAPONS VIOLATION,6
1,2015-04-01,ASSAULT,14
1,2015-04-01,BATTERY,44
1,2015-04-01,BURGLARY,12
1,2015-04-01,CRIMINAL DAMAGE,31
1,2015-04-01,CRIMINAL TRESPASS,10
1,2015-04-01,DECEPTIVE PRACTICE,20
1,2015-04-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2015-04-01,MOTOR VEHICLE THEFT,7
1,2015-04-01,NARCOTICS,8
1,2015-04-01,OFFENSE INVOLVING CHILDREN,1
1,2015-04-01,OTHER OFFENSE,19
1,2015-04-01,PROSTITUTION,1
1,2015-04-01,PUBLIC PEACE VIOLATION,5
1,2015-04-01,ROBBERY,9
1,2015-04-01,THEFT,55
1,2015-04-01,WEAPONS VIOLATION,1
1,2015-05-01,ASSAULT,26
1,2015-05-01,BATTERY,71
1,2015-05-01,BURGLARY,10
1,2015-05-01,CRIMINAL DAMAGE,44
1,2015-05-01,CRIMINAL SEXUAL ASSAULT,3
1,2015-05-01,CRIMINAL TRESPASS,12
1,2015-05-01,DECEPTIVE PRACTICE,18
1,2015-05-01,INTERFERENCE WITH PUBLIC OFFICER,3
1,2015-05-01,LIQUOR LAW VIOLATION,2
1,2015-05-01,MOTOR VEHICLE THEFT,13
1,2015-05-01,NARCOTICS,20
1,2015-05-01,OFFENSE INVOLVING CHILDREN,2
1,2015-05-01,OTHER OFFENSE,22
1,2015-05-01,PUBLIC PEACE VIOLATION,1
1,2015-05-01,ROBBERY,5
1,2015-05-01,SEX OFFENSE,2
1,2015-05-01,THEFT,77
1,2015-05-01,WEAPONS VIOLATION,1
1,2015-06-01,ASSAULT,23
1,2015-06-01,BATTERY,56
1,2015-06-01,BURGLARY,9
1,2015-06-01,CRIMINAL DAMAGE,33
1,2015-06-01,CRIMINAL SEXUAL ASSAULT,2
1,2015-06-01,CRIMINAL TRESPASS,15
1,2015-06-01,DECEPTIVE PRACTICE,17
1,2015-06-01,HOMICIDE,2
1,2015-06-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2015-06-01,LIQUOR LAW VIOLATION,1
1,2015-06-01,MOTOR VEHICLE THEFT,7
1,2015-06-01,NARCOTICS,19
1,2015-06-01,OFFENSE INVOLVING CHILDREN,3
1,2015-06-01,OTHER OFFENSE,25
1,2015-06-01,PUBLIC PEACE VIOLATION,2
1,2015-06-01,ROBBERY,6
1,2015-06-01,SEX OFFENSE,1
1,2015-06-01,THEFT,71
1,2015-06-01,WEAPONS VIOLATION,4
1,2015-07-01,ARSON,1
1,2015-07-01,ASSAULT,20
1,2015-07-01,BATTERY,73
1,2015-07-01,BURGLARY,21
1,2015-07-01,CRIMINAL DAMAGE,47
1,2015-07-01,CRIMINAL SEXUAL ASSAULT,4
1,2015-07-01,CRIMINAL TRESPASS,17
1,2015-07-01,DECEPTIVE PRACTICE,13
1,2015-07-01,GAMBLING,1
1,2015-07-01,HOMICIDE,1
1,2015-07-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2015-07-01,MOTOR VEHICLE THEFT,15
1,2015-07-01,NARCOTICS,19
1,2015-07-01,OFFENSE INVOLVING CHILDREN,3
1,2015-07-01,OTHER OFFENSE,23
1,2015-07-01,ROBBERY,11
1,2015-07-01,SEX OFFENSE,2
1,2015-07-01,THEFT,84
1,2015-07-01,WEAPONS VIOLATION,4
1,2015-08-01,ASSAULT,10
1,2015-08-01,BATTERY,60
1,2015-08-01,BURGLARY,22
1,2015-08-01,CRIMINAL DAMAGE,33
1,2015-08-01,CRIMINAL SEXUAL ASSAULT,1
1,2015-08-01,CRIMINAL TRESPASS,10
1,2015-08-01,DECEPTIVE PRACTICE,17
1,2015-08-01,HOMICIDE,1
1,2015-08-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2015-08-01,MOTOR VEHICLE THEFT,12
1,2015-08-01,NARCOTICS,22
1,2015-08-01,OFFENSE INVOLVING CHILDREN,1
1,2015-08-01,OTHER OFFENSE,25
1,2015-08-01,PUBLIC PEACE VIOLATION,2
1,2015-08-01,ROBBERY,7
1,2015-08-01,SEX OFFENSE,1
1,2015-08-01,THEFT,86
1,2015-08-01,WEAPONS VIOLATION,2
1,2015-09-01,ASSAULT,27
1,2015-09-01,BATTERY,63
1,2015-09-01,BURGLARY,21
1,2015-09-01,CRIMINAL DAMAGE,36
1,2015-09-01,CRIMINAL SEXUAL ASSAULT,3
1,2015-09-01,CRIMINAL TRESPASS,15
1,2015-09-01,DECEPTIVE PRACTICE,21
1,2015-09-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2015-09-01,INTIMIDATION,1
1,2015-09-01,LIQUOR LAW VIOLATION,1
1,2015-09-01,MOTOR VEHICLE THEFT,11
1,2015-09-01,NARCOTICS,19
1,2015-09-01,OFFENSE INVOLVING CHILDREN,3
1,2015-09-01,OTHER OFFENSE,24
1,2015-09-01,PROSTITUTION,2
1,2015-09-01,PUBLIC PEACE VIOLATION,5
1,2015-09-01,ROBBERY,10
1,2015-09-01,SEX OFFENSE,1
1,2015-09-01,THEFT,78
1,2015-09-01,WEAPONS VIOLATION,3
1,2015-10-01,ARSON,1
1,2015-10-01,ASSAULT,25
1,2015-10-01,BATTERY,54
1,2015-10-01,BURGLARY,17
1,2015-10-01,CRIMINAL DAMAGE,40
1,2015-10-01,CRIMINAL SEXUAL ASSAULT,3
1,2015-10-01,CRIMINAL TRESPASS,11
1,2015-10-01,DECEPTIVE PRACTICE,18
1,2015-10-01,MOTOR VEHICLE THEFT,8
1,2015-10-01,NARCOTICS,20
1,2015-10-01,OFFENSE INVOLVING CHILDREN,3
1,2015-10-01,OTHER OFFENSE,20
1,2015-10-01,PUBLIC PEACE VIOLATION,4
1,2015-10-01,ROBBERY,17
1,2015-10-01,STALKING,2
1,2015-10-01,THEFT,92
1,2015-10-01,WEAPONS VIOLATION,2
1,2015-11-01,ARSON,1
1,2015-11-01,ASSAULT,22
1,2015-11-01,BATTERY,27
1,2015-11-01,BURGLARY,9
1,2015-11-01,CRIMINAL DAMAGE,47
1,2015-11-01,CRIMINAL SEXUAL ASSAULT,2
1,2015-11-01,CRIMINAL TRESPASS,6
1,2015-11-01,DECEPTIVE PRACTICE,13
1,2015-11-01,HOMICIDE,1
1,2015-11-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2015-11-01,MOTOR VEHICLE THEFT,9
1,2015-11-01,NARCOTICS,28
1,2015-11-01,OFFENSE INVOLVING CHILDREN,2
1,2015-11-01,OTHER OFFENSE,17
1,2015-11-01,PUBLIC PEACE VIOLATION,1
1,2015-11-01,ROBBERY,9
1,2015-11-01,SEX OFFENSE,2
1,2015-11-01,THEFT,59
1,2015-11-01,WEAPONS VIOLATION,4
1,2015-12-01,ASSAULT,20
1,2015-12-01,BATTERY,50
1,2015-12-01,BURGLARY,13
1,2015-12-01,CRIMINAL DAMAGE,43
1,2015-12-01,CRIMINAL SEXUAL ASSAULT,4
1,2015-12-01,CRIMINAL TRESPASS,7
1,2015-12-01,DECEPTIVE PRACTICE,20
1,2015-12-01,MOTOR VEHICLE THEFT,11
1,2015-12-01,NARCOTICS,12
1,2015-12-01,OFFENSE INVOLVING CHILDREN,1
1,2015-12-01,OTHER OFFENSE,17
1,2015-12-01,PUBLIC PEACE VIOLATION,1
1,2015-12-01,ROBBERY,11
1,2015-12-01,SEX OFFENSE,2
1,2015-12-01,THEFT,66
1,2016-01-01,ARSON,1
1,2016-01-01,ASSAULT,15
1,2016-01-01,BATTERY,62
1,2016-01-01,BURGLARY,21
1,2016-01-01,CRIMINAL DAMAGE,36
1,2016-01-01,CRIMINAL SEXUAL ASSAULT,2
1,2016-01-01,CRIMINAL TRESPASS,11
1,2016-01-01,DECEPTIVE PRACTICE,29
1,2016-01-01,HOMICIDE,2
1,2016-01-01,INTERFERENCE WITH PUBLIC OFFICER,3
1,2016-01-01,LIQUOR LAW VIOLATION,1
1,2016-01-01,MOTOR VEHICLE THEFT,9
1,2016-01-01,NARCOTICS,7
1,2016-01-01,OFFENSE INVOLVING CHILDREN,5
1,2016-01-01,OTHER OFFENSE,21
1,2016-01-01,PUBLIC PEACE VIOLATION,1
1,2016-01-01,ROBBERY,12
1,2016-01-01,SEX OFFENSE,4
1,2016-01-01,THEFT,66
1,2016-01-01,WEAPONS VIOLATION,4
1,2016-02-01,ASSAULT,12
1,2016-02-01,BATTERY,67
1,2016-02-01,BURGLARY,6
1,2016-02-01,CRIMINAL DAMAGE,27
1,2016-02-01,CRIMINAL SEXUAL ASSAULT,4
1,2016-02-01,CRIMINAL TRESPASS,14
1,2016-02-01,DECEPTIVE PRACTICE,17
1,2016-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2016-02-01,LIQUOR LAW VIOLATION,1
1,2016-02-01,MOTOR VEHICLE THEFT,12
1,2016-02-01,NARCOTICS,7
1,2016-02-01,OFFENSE INVOLVING CHILDREN,2
1,2016-02-01,OTHER OFFENSE,15
1,2016-02-01,PUBLIC PEACE VIOLATION,2
1,2016-02-01,ROBBERY,14
1,2016-02-01,SEX OFFENSE,4
1,2016-02-01,THEFT,63
1,2016-02-01,WEAPONS VIOLATION,2
1,2016-03-01,ASSAULT,27
1,2016-03-01,BATTERY,64
1,2016-03-01,BURGLARY,17
1,2016-03-01,CRIMINAL DAMAGE,35
1,2016-03-01,CRIMINAL SEXUAL ASSAULT,2
1,2016-03-01,CRIMINAL TRESPASS,11
1,2016-03-01,DECEPTIVE PRACTICE,30
1,2016-03-01,INTIMIDATION,1
1,2016-03-01,MOTOR VEHICLE THEFT,5
1,2016-03-01,NARCOTICS,14
1,2016-03-01,OFFENSE INVOLVING CHILDREN,2
1,2016-03-01,OTHER OFFENSE,27
1,2016-03-01,ROBBERY,12
1,2016-03-01,SEX OFFENSE,3
1,2016-03-01,THEFT,53
1,2016-03-01,WEAPONS VIOLATION,4
1,2016-04-01,ASSAULT,29
1,2016-04-01,BATTERY,71
1,2016-04-01,BURGLARY,18
1,2016-04-01,CRIMINAL DAMAGE,26
1,2016-04-01,CRIMINAL SEXUAL ASSAULT,4
1,2016-04-01,CRIMINAL TRESPASS,15
1,2016-04-01,DECEPTIVE PRACTICE,17
1,2016-04-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2016-04-01,LIQUOR LAW VIOLATION,1
1,2016-04-01,MOTOR VEHICLE THEFT,10
1,2016-04-01,NARCOTICS,9
1,2016-04-01,OFFENSE INVOLVING CHILDREN,2
1,2016-04-01,OTHER OFFENSE,18
1,2016-04-01,ROBBERY,13
1,2016-04-01,SEX OFFENSE,1
1,2016-04-01,THEFT,81
1,2016-04-01,WEAPONS VIOLATION,2
1,2016-05-01,ASSAULT,20
1,2016-05-01,BATTERY,77
1,2016-05-01,BURGLARY,15
1,2016-05-01,CRIMINAL DAMAGE,32
1,2016-05-01,CRIMINAL SEXUAL ASSAULT,2
1,2016-05-01,CRIMINAL TRESPASS,10
1,2016-05-01,DECEPTIVE PRACTICE,24
1,2016-05-01,MOTOR VEHICLE THEFT,9
1,2016-05-01,NARCOTICS,12
1,2016-05-01,OFFENSE INVOLVING CHILDREN,4
1,2016-05-01,OTHER OFFENSE,15
1,2016-05-01,PUBLIC INDECENCY,1
1,2016-05-01,ROBBERY,17
1,2016-05-01,SEX OFFENSE,1
1,2016-05-01,THEFT,77
1,2016-05-01,WEAPONS VIOLATION,2
1,2016-06-01,ARSON,1
1,2016-06-01,ASSAULT,16
1,2016-06-01,BATTERY,60
1,2016-06-01,BURGLARY,15
1,2016-06-01,CRIMINAL DAMAGE,49
1,2016-06-01,CRIMINAL SEXUAL ASSAULT,5
1,2016-06-01,CRIMINAL TRESPASS,12
1,2016-06-01,DECEPTIVE PRACTICE,18
1,2016-06-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2016-06-01,MOTOR VEHICLE THEFT,7
1,2016-06-01,NARCOTICS,9
1,2016-06-01,OFFENSE INVOLVING CHILDREN,6
1,2016-06-01,OTHER OFFENSE,14
1,2016-06-01,PROSTITUTION,2
1,2016-06-01,PUBLIC PEACE VIOLATION,4
1,2016-06-01,ROBBERY,12
1,2016-06-01,SEX OFFENSE,1
1,2016-06-01,THEFT,87
1,2016-06-01,WEAPONS VIOLATION,2
1,2016-07-01,ASSAULT,17
1,2016-07-01,BATTERY,54
1,2016-07-01,BURGLARY,16
1,2016-07-01,CRIMINAL DAMAGE,41
1,2016-07-01,CRIMINAL SEXUAL ASSAULT,2
1,2016-07-01,CRIMINAL TRESPASS,13
1,2016-07-01,DECEPTIVE PRACTICE,15
1,2016-07-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2016-07-01,MOTOR VEHICLE THEFT,7
1,2016-07-01,NARCOTICS,4
1,2016-07-01,OFFENSE INVOLVING CHILDREN,7
1,2016-07-01,OTHER OFFENSE,26
1,2016-07-01,PROSTITUTION,4
1,2016-07-01,PUBLIC PEACE VIOLATION,2
1,2016-07-01,ROBBERY,13
1,2016-07-01,SEX OFFENSE,2
1,2016-07-01,STALKING,1
1,2016-07-01,THEFT,88
1,2016-07-01,WEAPONS VIOLATION,1
1,2016-08-01,ASSAULT,21
1,2016-08-01,BATTERY,63
1,2016-08-01,BURGLARY,20
1,2016-08-01,CRIMINAL DAMAGE,33
1,2016-08-01,CRIMINAL SEXUAL ASSAULT,4
1,2016-08-01,CRIMINAL TRESPASS,13
1,2016-08-01,DECEPTIVE PRACTICE,14
1,2016-08-01,HOMICIDE,1
1,2016-08-01,INTERFERENCE WITH PUBLIC OFFICER,3
1,2016-08-01,KIDNAPPING,1
1,2016-08-01,MOTOR VEHICLE THEFT,11
1,2016-08-01,NARCOTICS,10
1,2016-08-01,OFFENSE INVOLVING CHILDREN,1
1,2016-08-01,OTHER OFFENSE,24
1,2016-08-01,PUBLIC PEACE VIOLATION,3
1,2016-08-01,ROBBERY,24
1,2016-08-01,SEX OFFENSE,2
1,2016-08-01,THEFT,80
1,2016-08-01,WEAPONS VIOLATION,2
1,2016-09-01,ASSAULT,18
1,2016-09-01,BATTERY,59
1,2016-09-01,BURGLARY,17
1,2016-09-01,CRIMINAL DAMAGE,37
1,2016-09-01,CRIMINAL SEXUAL ASSAULT,2
1,2016-09-01,CRIMINAL TRESPASS,5
1,2016-09-01,DECEPTIVE PRACTICE,25
1,2016-09-01,HOMICIDE,1
1,2016-09-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2016-09-01,LIQUOR LAW VIOLATION,1
1,2016-09-01,MOTOR VEHICLE THEFT,12
1,2016-09-01,NARCOTICS,8
1,2016-09-01,OFFENSE INVOLVING CHILDREN,2
1,2016-09-01,OTHER OFFENSE,20
1,2016-09-01,PROSTITUTION,3
1,2016-09-01,PUBLIC PEACE VIOLATION,1
1,2016-09-01,ROBBERY,12
1,2016-09-01,SEX OFFENSE,2
1,2016-09-01,STALKING,1
1,2016-09-01,THEFT,84
1,2016-09-01,WEAPONS VIOLATION,3
1,2016-10-01,ASSAULT,23
1,2016-10-01,BATTERY,63
1,2016-10-01,BURGLARY,12
1,2016-10-01,CRIMINAL DAMAGE,35
1,2016-10-01,CRIMINAL SEXUAL ASSAULT,1
1,2016-10-01,CRIMINAL TRESPASS,10
1,2016-10-01,DECEPTIVE PRACTICE,27
1,2016-10-01,HOMICIDE,1
1,2016-10-01,LIQUOR LAW VIOLATION,1
1,2016-10-01,MOTOR VEHICLE THEFT,11
1,2016-10-01,NARCOTICS,6
1,2016-10-01,OBSCENITY,1
1,2016-10-01,OFFENSE INVOLVING CHILDREN,2
1,2016-10-01,OTHER OFFENSE,14
1,2016-10-01,PROSTITUTION,3
1,2016-10-01,PUBLIC PEACE VIOLATION,2
1,2016-10-01,ROBBERY,8
1,2016-10-01,SEX OFFENSE,1
1,2016-10-01,STALKING,1
1,2016-10-01,THEFT,91
1,2016-10-01,WEAPONS VIOLATION,6
1,2016-11-01,ASSAULT,17
1,2016-11-01,BATTERY,62
1,2016-11-01,BURGLARY,19
1,2016-11-01,CRIMINAL DAMAGE,33
1,2016-11-01,CRIMINAL SEXUAL ASSAULT,1
1,2016-11-01,CRIMINAL TRESPASS,9
1,2016-11-01,DECEPTIVE PRACTICE,24
1,2016-11-01,MOTOR VEHICLE THEFT,8
1,2016-11-01,NARCOTICS,2
1,2016-11-01,OFFENSE INVOLVING CHILDREN,3
1,2016-11-01,OTHER OFFENSE,21
1,2016-11-01,PROSTITUTION,2
1,2016-11-01,ROBBERY,12
1,2016-11-01,SEX OFFENSE,2
1,2016-11-01,STALKING,1
1,2016-11-01,THEFT,77
1,2016-11-01,WEAPONS VIOLATION,5
1,2016-12-01,ASSAULT,19
1,2016-12-01,BATTERY,58
1,2016-12-01,BURGLARY,9
1,2016-12-01,CRIMINAL DAMAGE,19
1,2016-12-01,CRIMINAL SEXUAL ASSAULT,2
1,2016-12-01,CRIMINAL TRESPASS,10
1,2016-12-01,DECEPTIVE PRACTICE,25
1,2016-12-01,MOTOR VEHICLE THEFT,11
1,2016-12-01,NARCOTICS,3
1,2016-12-01,OBSCENITY,1
1,2016-12-01,OFFENSE INVOLVING CHILDREN,1
1,2016-12-01,OTHER OFFENSE,19
1,2016-12-01,PROSTITUTION,1
1,2016-12-01,PUBLIC PEACE VIOLATION,1
1,2016-12-01,ROBBERY,10
1,2016-12-01,SEX OFFENSE,2
1,2016-12-01,THEFT,66
1,2016-12-01,WEAPONS VIOLATION,1
1,2017-01-01,ASSAULT,19
1,2017-01-01,BATTERY,47
1,2017-01-01,BURGLARY,23
1,2017-01-01,CRIMINAL DAMAGE,40
1,2017-01-01,CRIMINAL SEXUAL ASSAULT,5
1,2017-01-01,CRIMINAL TRESPASS,10
1,2017-01-01,DECEPTIVE PRACTICE,21
1,2017-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2017-01-01,MOTOR VEHICLE THEFT,8
1,2017-01-01,NARCOTICS,4
1,2017-01-01,OBSCENITY,1
1,2017-01-01,OFFENSE INVOLVING CHILDREN,4
1,2017-01-01,OTHER OFFENSE,16
1,2017-01-01,PUBLIC PEACE VIOLATION,1
1,2017-01-01,ROBBERY,8
1,2017-01-01,SEX OFFENSE,4
1,2017-01-01,THEFT,79
1,2017-01-01,WEAPONS VIOLATION,3
1,2017-02-01,ASSAULT,20
1,2017-02-01,BATTERY,58
1,2017-02-01,BURGLARY,23
1,2017-02-01,CRIMINAL DAMAGE,38
1,2017-02-01,CRIMINAL SEXUAL ASSAULT,6
1,2017-02-01,CRIMINAL TRESPASS,19
1,2017-02-01,DECEPTIVE PRACTICE,31
1,2017-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2017-02-01,MOTOR VEHICLE THEFT,7
1,2017-02-01,NARCOTICS,4
1,2017-02-01,OFFENSE INVOLVING CHILDREN,2
1,2017-02-01,OTHER OFFENSE,14
1,2017-02-01,PUBLIC PEACE VIOLATION,2
1,2017-02-01,ROBBERY,10
1,2017-02-01,SEX OFFENSE,1
1,2017-02-01,STALKING,1
1,2017-02-01,THEFT,58
1,2017-02-01,WEAPONS VIOLATION,1
1,2017-03-01,ASSAULT,27
1,2017-03-01,BATTERY,37
1,2017-03-01,BURGLARY,11
1,2017-03-01,CRIMINAL DAMAGE,41
1,2017-03-01,CRIMINAL SEXUAL ASSAULT,2
1,2017-03-01,CRIMINAL TRESPASS,12
1,2017-03-01,DECEPTIVE PRACTICE,15
1,2017-03-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2017-03-01,KIDNAPPING,1
1,2017-03-01,MOTOR VEHICLE THEFT,4
1,2017-03-01,NARCOTICS,9
1,2017-03-01,OFFENSE INVOLVING CHILDREN,2
1,2017-03-01,OTHER OFFENSE,17
1,2017-03-01,PUBLIC PEACE VIOLATION,1
1,2017-03-01,ROBBERY,11
1,2017-03-01,SEX OFFENSE,5
1,2017-03-01,THEFT,94
1,2017-03-01,WEAPONS VIOLATION,3
1,2017-04-01,ASSAULT,24
1,2017-04-01,BATTERY,64
1,2017-04-01,BURGLARY,12
1,2017-04-01,CRIMINAL DAMAGE,61
1,2017-04-01,CRIMINAL SEXUAL ASSAULT,4
1,2017-04-01,CRIMINAL TRESPASS,15
1,2017-04-01,DECEPTIVE PRACTICE,28
1,2017-04-01,HOMICIDE,1
1,2017-04-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2017-04-01,MOTOR VEHICLE THEFT,7
1,2017-04-01,NARCOTICS,9
1,2017-04-01,OFFENSE INVOLVING CHILDREN,2
1,2017-04-01,OTHER OFFENSE,26
1,2017-04-01,PUBLIC PEACE VIOLATION,1
1,2017-04-01,ROBBERY,16
1,2017-04-01,SEX OFFENSE,2
1,2017-04-01,THEFT,61
1,2017-04-01,WEAPONS VIOLATION,3
1,2017-05-01,ASSAULT,20
1,2017-05-01,BATTERY,57
1,2017-05-01,BURGLARY,9
1,2017-05-01,CRIMINAL DAMAGE,41
1,2017-05-01,CRIMINAL SEXUAL ASSAULT,3
1,2017-05-01,CRIMINAL TRESPASS,18
1,2017-05-01,DECEPTIVE PRACTICE,29
1,2017-05-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2017-05-01,MOTOR VEHICLE THEFT,15
1,2017-05-01,NARCOTICS,5
1,2017-05-01,OFFENSE INVOLVING CHILDREN,1
1,2017-05-01,OTHER OFFENSE,27
1,2017-05-01,ROBBERY,11
1,2017-05-01,SEX OFFENSE,2
1,2017-05-01,THEFT,129
1,2017-05-01,WEAPONS VIOLATION,2
1,2017-06-01,ARSON,1
1,2017-06-01,ASSAULT,21
1,2017-06-01,BATTERY,59
1,2017-06-01,BURGLARY,21
1,2017-06-01,CRIMINAL DAMAGE,46
1,2017-06-01,CRIMINAL SEXUAL ASSAULT,3
1,2017-06-01,CRIMINAL TRESPASS,13
1,2017-06-01,DECEPTIVE PRACTICE,16
1,2017-06-01,INTERFERENCE WITH PUBLIC OFFICER,1
1,2017-06-01,INTIMIDATION,1
1,2017-06-01,MOTOR VEHICLE THEFT,8
1,2017-06-01,NARCOTICS,4
1,2017-06-01,OFFENSE INVOLVING CHILDREN,1
1,2017-06-01,OTHER OFFENSE,24
1,2017-06-01,ROBBERY,14
1,2017-06-01,SEX OFFENSE,2
1,2017-06-01,THEFT,113
1,2017-06-01,WEAPONS VIOLATION,3
1,2017-07-01,ASSAULT,32
1,2017-07-01,BATTERY,70
1,2017-07-01,BURGLARY,13
1,2017-07-01,CRIMINAL DAMAGE,71
1,2017-07-01,CRIMINAL SEXUAL ASSAULT,2
1,2017-07-01,CRIMINAL TRESPASS,18
1,2017-07-01,DECEPTIVE PRACTICE,23
1,2017-07-01,INTERFERENCE WITH PUBLIC OFFICER,3
1,2017-07-01,MOTOR VEHICLE THEFT,15
1,2017-07-01,NARCOTICS,6
1,2017-07-01,OFFENSE INVOLVING CHILDREN,2
1,2017-07-01,OTHER OFFENSE,17
1,2017-07-01,PUBLIC PEACE VIOLATION,2
1,2017-07-01,ROBBERY,14
1,2017-07-01,SEX OFFENSE,3
1,2017-07-01,THEFT,120
1,2017-07-01,WEAPONS VIOLATION,4
1,2017-08-01,ASSAULT,25
1,2017-08-01,BATTERY,58
1,2017-08-01,BURGLARY,13
1,2017-08-01,CRIMINAL DAMAGE,69
1,2017-08-01,CRIMINAL SEXUAL ASSAULT,5
1,2017-08-01,CRIMINAL TRESPASS,18
1,2017-08-01,DECEPTIVE PRACTICE,25
1,2017-08-01,HOMICIDE,1
1,2017-08-01,KIDNAPPING,1
1,2017-08-01,LIQUOR LAW VIOLATION,1
1,2017-08-01,MOTOR VEHICLE THEFT,5
1,2017-08-01,NARCOTICS,7
1,2017-08-01,OFFENSE INVOLVING CHILDREN,1
1,2017-08-01,OTHER NARCOTIC VIOLATION,1
1,2017-08-01,OTHER OFFENSE,19
1,2017-08-01,PROSTITUTION,1
1,2017-08-01,PUBLIC PEACE VIOLATION,2
1,2017-08-01,ROBBERY,11
1,2017-08-01,SEX OFFENSE,3
1,2017-08-01,THEFT,118
1,2017-08-01,WEAPONS VIOLATION,3
1,2017-09-01,ASSAULT,21
1,2017-09-01,BATTERY,68
1,2017-09-01,BURGLARY,12
1,2017-09-01,CRIMINAL DAMAGE,36
1,2017-09-01,CRIMINAL TRESPASS,12
1,2017-09-01,DECEPTIVE PRACTICE,25
1,2017-09-01,HOMICIDE,1
1,2017-09-01,INTERFERENCE WITH PUBLIC OFFICER,2
1,2017-09-01,INTIMIDATION,1
1,2017-09-01,LIQUOR LAW VIOLATION,1
1,2017-09-01,MOTOR VEHICLE THEFT,12
1,2017-09-01,NARCOTICS,2
1,2017-09-01,OFFENSE INVOLVING CHILDREN,1
1,2017-09-01,OTHER OFFENSE,14
1,2017-09-01,PUBLIC PEACE VIOLATION,1
1,2017-09-01,ROBBERY,17
1,2017-09-01,SEX OFFENSE,2
1,2017-09-01,THEFT,127
1,2017-09-01,WEAPONS VIOLATION,3
1,2017-10-01,ASSAULT,17
1,2017-10-01,BATTERY,64
1,2017-10-01,BURGLARY,22
1,2017-10-01,CRIMINAL DAMAGE,48
1,2017-10-01,CRIMINAL SEXUAL ASSAULT,4
1,2017-10-01,CRIMINAL TRESPASS,23
1,2017-10-01,DECEPTIVE PRACTICE,18
1,2017-10-01,HOMICIDE,1
1,2017-10-01,MOTOR VEHICLE THEFT,17
1,2017-10-01,NARCOTICS,10
