setting,model,n_features,threshold,val_roc_auc,val_pr_auc,val_f1,val_recall,val_precision,val_accuracy,test_roc_auc,test_pr_auc,test_f1,test_recall,test_precision,test_accuracy
without_hardship,xgboost,4,0.625,0.961286125965313,0.9313457261395819,0.8593576965669989,0.8,0.9282296650717703,0.9312770562770563,0.9917638883809384,0.9680740741344362,0.8759493670886076,0.9351351351351351,0.8238095238095238,0.946969696969697
without_hardship,random_forest,4,0.4149999999999999,0.9425259622875556,0.8914799239271397,0.815677966101695,0.7938144329896907,0.8387799564270153,0.9058441558441559,0.9841275646417731,0.9396463107179062,0.8585858585858586,0.918918918918919,0.8056872037914692,0.9393939393939394
without_hardship,logistic_regression,4,0.5349999999999999,0.8265015770246046,0.5646529896310755,0.6402266288951841,0.6989690721649484,0.5905923344947736,0.7938311688311688,0.8301576271806312,0.5088375523784907,0.5463182897862233,0.6216216216216216,0.4872881355932203,0.7932900432900433
