setting,model,n_features,threshold,val_roc_auc,val_pr_auc,val_f1,val_recall,val_precision,val_accuracy,test_roc_auc,test_pr_auc,test_f1,test_recall,test_precision,test_accuracy
without_hardship,logistic_regression,11,0.5449999999999999,0.9945269304369531,0.9852321322854064,0.9322548028311426,0.9505154639175257,0.9146825396825397,0.9637445887445888,0.9977983396116008,0.9914178914098826,0.9316455696202531,0.9945945945945946,0.8761904761904762,0.9707792207792207
without_hardship,random_forest,11,0.595,0.9935587810393992,0.9826932418318413,0.9287211740041929,0.9134020618556701,0.9445628997867804,0.9632034632034632,0.9977544526935596,0.9911319236018322,0.9454545454545454,0.9837837837837838,0.91,0.9772727272727273
without_hardship,xgboost,11,0.715,0.993728207183971,0.9825307704122257,0.9285714285714286,0.911340206185567,0.9464668094218416,0.9632034632034632,0.9977105657755184,0.9907441817818017,0.9479166666666666,0.9837837837837838,0.914572864321608,0.9783549783549783
