feature,ks_stat,ks_pvalue,wasserstein,mean_chicago_train,mean_nibrs_test,std_chicago_train,std_nibrs_test,mean_ratio_nibrs_over_chicago,pct_nibrs_outside_chi_p1_p99,pct_nibrs_abs_z_gt3,auc_y1_gt_y0_chicago_train,auc_y1_gt_y0_nibrs_test
spatial_lag_crime_lag1,0.9166666666666666,4.05e-322,19305.719674162385,280.34956945705426,19569.39491303614,148.91497827282893,11426.070165500783,69.8035490153799,1.0,0.9166666666666666,0.8757041186421124,0.46231745552705267
arrest_rate,0.6659324811060533,1.079573430334145e-226,0.12571816309015513,0.16401969770535255,0.28942205876258825,0.08294888680963369,0.06155118040290116,1.7645567136851477,0.026595744680851064,0.024822695035460994,0.7088846616401778,0.21992522173599585
top_type_share,0.5600359700023754,2.5656221527203904e-154,0.053359722855683946,0.25970240207878514,0.30931447765339687,0.07131477559145326,0.04461770889961956,1.1910343345979566,0.005319148936170213,0.010638297872340425,0.5510194793373384,0.6261925121137435
spatial_lag_hardship,0.41446459475574815,1.0521964166802287e-81,11.703008819029614,61.83289682570585,51.53888044579534,22.068682189594316,16.541728675940952,0.8335187754679,0.0425531914893617,0.0,0.6056444525975172,0.6806750163472662
hardship_index,0.3075580634371228,2.063803306866133e-44,11.475709897043195,61.05034382671501,53.1063829787234,29.095241428835468,23.814204631612327,0.8698785240171668,0.0425531914893617,0.0,0.6119355308387322,0.5857099743473668
