feature,source_q01,source_q50,source_q99,target_q01,target_q50,target_q99,ks_stat,ks_pvalue,pct_target_outside_source_p1_p99
arrest_rate,0.02229292929292927,0.1513944223107569,0.4107697010869563,0.1794358673133716,0.2819760341305385,0.43177509044704443,0.6687322755631826,1.9512701210745613e-193,0.02553191489361702
top_type_share,0.1613250620347394,0.2410480349344978,0.5104592415368123,0.24453423081653589,0.29672418616123214,0.4657305693634354,0.5565669492881139,1.321668594602672e-128,0.00425531914893617
spatial_lag_hardship,9.391797260566111,69.31600991650619,90.35278934681554,1.0,52.57142857142858,90.5,0.41446459475574815,5.087034915923735e-69,0.0425531914893617
spatial_lag_crime_lag1_pc100k_log1p,0.0,6.730076843666636,9.439086189891817,0.0,5.781256289374747,8.286662507273823,0.3509911141490089,4.538769633305924e-49,0.0
hardship_index,2.4769638144132857,71.31324094426456,98.57934041406372,1.0,51.0,100.0,0.3075580634371228,1.5257514646720052e-37,0.0425531914893617
